256 10 11
Nthr Ms Mflop Nite Brow Bcol t1 t2 d1 d2 1 2 3 4 5 6 7 8 9 10 20 
12 2500 6.25e+06 1875 4 1024 0 0 2 2 753.025 944.503 983.117 1003.02 982.412 991.567 1006.53 867.833 1000.18 1007.79 861.229 
12 250 62500 63 4 1024 0 0 0 2 656.531 913.305 1011.04 1117.34 1171.22 1581.17 1451.81 1482.76 1371.95 1371.08 1273.15 
12 500 250000 125 4 1024 0 0 0 2 1481.37 2198.29 2600.5 2901.32 2530.01 3384.61 2739.82 2444.02 2430.79 2307.07 2197.97 
12 750 562500 188 4 1024 0 0 0 2 2096.45 2832.57 3214.23 3313.15 3416.11 4263.88 3181.22 3606.17 5034.4 3870.89 3359.26 
12 1000 1e+06 250 4 1024 0 0 0 2 2408.81 3002.39 3321.45 3662.89 3590.63 3965.78 3554.33 4722.77 3671.82 3353.23 2907.78 
12 2500 6.25e+06 1875 4 1024 0 0 0 2 1189.88 1318.73 1391.78 1257.49 1411.57 1274.96 1438.24 1312.75 1316.51 1451.57 1310.76 
12 250 62500 16 64 64 0 1 2 2 999.9 1049.67 917.298 863.514 782.3 735.552 695.982 683.049 636.457 633.351 451.544 
12 500 250000 64 64 64 0 1 2 2 1864.59 2350.36 2399.45 1859.46 1666.31 1751.22 1581.44 1487.12 1340.15 1256.11 967.555 
12 750 562500 144 64 64 0 1 2 2 2059.24 2424.45 2481.96 2671.91 2678.87 2595.04 3028.23 2296.8 2032.04 1937.56 1464.25 
12 1000 1e+06 256 64 64 0 1 2 2 1505.69 1952.37 1904.06 2107.75 2142.67 2410.61 1914.17 2524.15 1906.63 1719.09 1377.88 
12 2500 6.25e+06 1600 64 64 0 1 2 2 868.56 803.999 891.313 834.627 874.062 1027.66 820.991 930.826 880.894 841.422 918.098 
12 100 1.99e+06 4 64 64 0 0 2 2 26027.3 20606 15905 14290.9 14097.9 14245.9 14325.1 14191.1 14228.3 14308 14318.8 
12 250 3.11875e+07 16 64 64 0 0 2 2 63992.4 35664 29221.2 26513.2 23445.3 21750.2 19045.7 17287.8 15499.6 13880.3 9134.3 
12 500 2.4975e+08 64 64 64 0 0 2 2 86923 87249 83679.6 64163 51930.3 45171.4 39161.7 35210.5 32490.1 31922.2 25123.4 
12 750 8.43188e+08 144 64 64 0 0 2 2 69072.6 64992.4 68106.9 66215.9 57477.1 61526.7 60004.8 52408.7 47010.6 41994.9 28201.6 
14 25000 25000 7 4096 1 0 0 1 1 1082.19 1084 1084.25 1088.13 1083.89 1084.26 1084.42 1091.71 1068.36 1084.02 1070.7 
14 50000 50000 13 4096 1 0 0 1 1 1220.74 1162.92 1114.19 1124.21 1123.17 1038.13 1030.74 949.126 869.031 811.846 700.844 
14 75000 75000 19 4096 1 0 0 1 1 1224.23 1576.13 1353.94 1333.1 1331.05 1267.46 1265.91 1205.68 1137.03 1149.98 736.475 
14 100000 100000 25 4096 1 0 0 1 1 1645.44 2068.84 1693.85 1513.12 1466.22 1402.18 1432.5 1373.74 1424.15 1333.4 885.62 
14 250000 250000 62 4096 1 0 0 1 1 2251.66 2317 2466.06 2225.24 3183.15 2642.93 2230.68 2033.84 1908.69 1793.63 1581.52 
14 500000 500000 123 4096 1 0 0 1 1 2477.02 2959.8 3182.52 2844.36 4640.98 2935.06 2531.6 2594.04 3618.47 3703.56 1961.4 
14 750000 750000 184 4096 1 0 0 1 1 2279.37 2792.65 2900.91 2829.34 3664.47 2654.04 3699.35 3679.65 2693.39 2257.09 2551.69 
14 1000000 1e+06 245 4096 1 0 0 1 1 1725.44 1988.37 2051.97 2325.38 2367.91 2250.79 2286.13 1787.01 2503.15 4117.89 3402.71 
14 250 124750 16 16 1 0 0 2 1 7082.72 7135.82 7147.79 7084.87 7182.8 7222.44 7181.82 7091.21 7127.43 7223.26 7475.23 
14 500 499500 32 16 1 0 0 2 1 7438.64 9021.36 11264.9 11165.1 10700.1 11407.3 10195.8 10673.7 10008.6 10092.1 7360.02 
14 750 1.12425e+06 47 16 1 0 0 2 1 14322 17426.3 16904.1 18502.9 17516.3 16319.1 15663.1 15598.8 14134 14174.7 11126.1 
14 1000 1.999e+06 63 16 1 0 0 2 1 20893.3 26336.2 26965.2 24210 24505.7 22595.2 21114.3 19992.9 18523 17756.6 14427.5 
14 2500 1.24975e+07 157 16 1 0 0 2 1 7427.94 7181.44 7760.56 7765.36 7301.3 6901.12 6942.31 6819.48 6333.39 6792.22 6362.66 
14 250 62500 63 4 1024 0 0 2 2 600.074 856.041 1034.96 1062.33 1402.72 1371.12 1352.43 1296.29 1246.45 1215.45 1138.91 
14 500 250000 125 4 1024 0 0 2 2 1473.47 2079.99 2347.99 2275.18 3234.45 2448.43 2144.9 2172.78 2977.41 3267.91 1802.39 
14 750 562500 188 4 1024 0 0 2 2 2036.87 2619.18 2831.36 3060.58 3823.45 2829.22 3675.84 4251.47 2941.68 2389.62 2725.16 
14 1000 1e+06 250 4 1024 0 0 2 2 1715.48 1944.99 2134.1 2318.77 2567.45 2154.46 2623.18 2051.23 2313.93 4190.89 3420.57 
14 2500 6.25e+06 1875 4 1024 0 0 2 2 823.503 834.005 924.102 927.353 925.716 949.236 980.585 952.133 898.098 993.25 962.867 
14 250 62500 63 4 1024 0 0 0 2 612.069 854.289 1037.13 1079.43 1252.65 1427.4 1380.14 1341.72 1069.91 1274.11 1232.16 
14 500 250000 125 4 1024 0 0 0 2 1482.59 2051.02 2351.82 2296.06 2936.58 2503.2 2155.33 2252.21 3006.57 3436.76 1946.6 
14 750 562500 188 4 1024 0 0 0 2 2060.28 2656.46 2998.97 3033.43 3700.16 2873.76 3910.54 4460.08 2698.92 2501 3013.36 
14 1000 1e+06 250 4 1024 0 0 0 2 2363.33 3002.46 3095.67 3360.25 3630.23 3355.98 3947.19 3034.18 3538.68 5796.96 4874.9 
14 2500 6.25e+06 1875 4 1024 0 0 0 2 1145.68 1272.75 1357.42 1371.3 1345.71 1312.75 1386.09 1394.35 1338.28 1407.3 1330.41 
14 250 62500 16 64 64 0 1 2 2 928.361 978.795 766.397 834.475 768.507 747.161 694.504 653.638 649.632 621.361 441.804 
14 500 250000 64 64 64 0 1 2 2 1892.88 2013.71 2163.21 1758.94 2001.78 1746.3 1565.07 1377.04 1283.8 1224.79 899.924 
14 750 562500 144 64 64 0 1 2 2 2223.31 2374.36 2666.17 2780.18 2301.6 2956.73 2289.46 1885.88 1944.45 1899.03 1341.32 
14 1000 1e+06 256 64 64 0 1 2 2 1685.64 2038.14 2119.79 2089.56 2326.03 2009.83 2371.34 1941.9 1829.25 2340.77 1773.12 
14 2500 6.25e+06 1600 64 64 0 1 2 2 839.592 904.844 920.299 910.35 938.774 865.711 872.547 880.482 905.178 932.278 875.619 
14 100 1.99e+06 4 64 64 0 0 2 2 26381.6 20437.3 15604.4 13957.1 13920.4 13937.6 14030.6 13864.4 13951.4 14020.4 13990.7 
14 250 3.11875e+07 16 64 64 0 0 2 2 63894.9 35655.2 26191.4 26801.7 23452.2 20980.4 18629.6 17182.2 15270.9 13755 8929.55 
14 500 2.4975e+08 64 64 64 0 0 2 2 101620 89285 84747.4 64517.4 51820.6 44585.5 39187.9 36461.6 34401.5 32563.2 24927.4 
14 750 8.43188e+08 144 64 64 0 0 2 2 78585.7 73663.1 71218.3 69166 64827.8 68784.4 59966 52348.3 46686.9 41863 28317.2 
16 25000 25000 7 4096 1 0 0 1 1 1083.42 1081.9 1085 1084.46 1081.69 1097.2 1081.65 1083.36 1083.71 1084.13 1069.67 
16 50000 50000 13 4096 1 0 0 1 1 1149.75 1038.79 1113.71 1136.59 1138.09 1051.77 1027.84 943.487 862.258 797.449 694.529 
16 75000 75000 19 4096 1 0 0 1 1 1171.22 1447.18 1225.82 1317.27 1367.2 1290.26 1291.8 1196.42 1133.69 1148.41 712.944 
16 100000 100000 25 4096 1 0 0 1 1 1453.15 1859.41 1554.75 1369.48 1516.16 1431.45 1470.72 1396.7 1427.64 1340.84 865.903 
16 250000 250000 62 4096 1 0 0 1 1 2172.37 2855.73 1930.14 3147.78 2833.51 2408.87 2033.5 1852.5 1879.64 1555.55 1640.33 
16 500000 500000 123 4096 1 0 0 1 1 2489.42 3010.77 3293.03 3902.73 3125.9 2221.32 2699.64 3890.33 3634.82 3343.68 1877.62 
16 750000 750000 184 4096 1 0 0 1 1 2267.06 2673.4 2947.18 3251.5 2466.06 3904.99 3926.97 2451.46 2048.14 2331.85 2184.22 
16 1000000 1e+06 245 4096 1 0 0 1 1 1708.15 2010.24 2157.38 2255.37 2062.3 2377.3 1859.36 3042.2 3566.96 2219.61 2646.81 
16 250 124750 16 16 1 0 0 2 1 7131.68 7131.45 7172.95 7108.13 7095.98 7117.48 7223.91 7133.81 7170.74 7232.29 7157.85 
16 500 499500 32 16 1 0 0 2 1 7483.95 9746.76 11119.5 10904.3 10267.4 10189.3 10302.1 10882.3 10451.7 10080.5 7349.47 
16 750 1.12425e+06 47 16 1 0 0 2 1 14229.2 16622 18426.4 17895.8 17339.9 16052.2 16849.4 14687.3 14181.4 14316 11069 
16 1000 1.999e+06 63 16 1 0 0 2 1 21427.1 25951.3 25593.2 25633.8 24062.6 21900.6 20674.7 19727.2 17277.9 16466.3 14657.1 
16 2500 1.24975e+07 157 16 1 0 0 2 1 7194.96 7251.24 7121.99 7290.6 7460.28 7780.22 6397.97 6117.99 6643.66 8920.27 5807.91 
16 250 62500 63 4 1024 0 0 2 2 594.481 847.812 939.681 1222.07 1330.5 1293.68 1247.69 1193.37 1180.48 1084.26 1149.7 
16 500 250000 125 4 1024 0 0 2 2 1421.24 2024.14 2502.03 2564.69 2514.83 1934.94 2234.5 3075.82 3055.03 2871.1 1772.91 
16 750 562500 188 4 1024 0 0 2 2 2002.81 2536.82 2852.24 3167.07 2742.15 3458.93 3964.89 2698.87 2071.6 2481.86 2376.41 
16 1000 1e+06 250 4 1024 0 0 2 2 1692.52 1940.48 2105.99 2176.43 2009.4 2619.18 1751.31 2486.8 3396.44 2133.69 2576.41 
16 2500 6.25e+06 1875 4 1024 0 0 2 2 801.81 863.546 904.082 891.222 904.743 918.361 921.878 913.993 1013.98 924.101 914.654 
16 250 62500 63 4 1024 0 0 0 2 627.58 840.507 900.159 1233.97 1341.21 1357.34 1274.97 1184.52 1158.13 1197.08 1252.56 
16 500 250000 125 4 1024 0 0 0 2 1454.63 2004.81 2418.18 2514.7 2493.4 1959.34 2279.5 3254.81 3275.83 3060.35 1715.2 
16 750 562500 188 4 1024 0 0 0 2 2122.44 2599.76 2878.97 3132.88 2820.43 3519.07 3931.99 2742.2 2123.68 2458.87 2516.23 
16 1000 1e+06 250 4 1024 0 0 0 2 2379.44 2880.89 3163.24 3245.12 2999.22 3944.69 2740.79 3938.99 5008.69 3398.27 3900.74 
16 2500 6.25e+06 1875 4 1024 0 0 0 2 1113.41 1225.35 1305.61 1295.04 1318.39 1355.65 1348.46 1350.62 1352.79 1354.7 1347.59 
16 250 62500 16 64 64 0 1 2 2 1066.86 932.615 843.988 832.823 763.587 764.564 685.182 656.298 643.811 617.516 436.984 
16 500 250000 64 64 64 0 1 2 2 1953 2301.42 1759.91 2083.09 1940.85 1668.29 1453.21 1271.16 1200.74 1001.7 920.364 
16 750 562500 144 64 64 0 1 2 2 2249.67 2744.04 2795.82 2243.75 3454.95 2314.72 1874.13 2096.97 2342.17 2437.11 1256.95 
16 1000 1e+06 256 64 64 0 1 2 2 1670.62 1870.15 2204.92 2036.09 1987.28 2697.69 1861.64 2308.19 3168.93 2112.77 1593.43 
16 2500 6.25e+06 1600 64 64 0 1 2 2 811.168 888.757 897.887 908.025 916.042 903.354 941.668 917.576 927.734 921.924 897.447 
16 100 1.99e+06 4 64 64 0 0 2 2 25824.8 20118 15329.1 13647.3 13770.4 13770.7 13655.2 13748.3 13656.6 13649.6 13692.1 
16 250 3.11875e+07 16 64 64 0 0 2 2 64271.5 36098 29383.2 26432.9 23698 21217.6 18857.8 16966 15081.4 13520.2 8762.09 
16 500 2.4975e+08 64 64 64 0 0 2 2 119386 110748 83941.4 63805.6 51798.2 43885.2 39625.9 35613.3 33728.6 29575.9 24369.3 
16 750 8.43188e+08 144 64 64 0 0 2 2 88618.7 83083.3 83833.1 71196.3 82278.9 68536.6 59527.5 52492.1 46621.3 41962 28799.2 
